Date,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,CO2 µg/m3,AQI,Location
15-09-2009,20,31,50.0,100.0,,50.0,MPCB-NS
18-09-2009,23,36,52.0,138.0,,52.0,MPCB-NS
22-09-2009,16,27,62.0,95.0,,62.0,MPCB-NS
25-09-2009,13,27,50.0,86.0,,50.0,MPCB-NS
30-09-2009,29,38,54.0,92.0,,54.0,MPCB-NS
2009-02-10 00:00:00,15,32,51.0,117.0,,51.0,MPCB-NS
2009-06-10 00:00:00,12,41,32.0,77.0,,51.0,MPCB-NS
2009-09-10 00:00:00,17,32,42.0,118.0,,42.0,MPCB-NS
13-10-2009,16,35,69.0,125.0,,69.0,MPCB-NS
17-10-2009,21,35,191.0,292.0,,161.0,MPCB-NS
19-10-2009,31,40,94.0,188.0,,94.0,MPCB-NS
23-10-2009,15,31,63.0,169.0,,63.0,MPCB-NS
27-10-2009,23,30,136.0,285.0,,124.0,MPCB-NS
30-10-2009,26,54,102.0,299.0,,101.0,MPCB-NS
2009-03-11 00:00:00,28,39,126.0,301.0,,117.0,MPCB-NS
2009-06-11 00:00:00,15,47,103.0,203.0,,102.0,MPCB-NS
2009-10-11 00:00:00,24,42,48.0,59.0,,53.0,MPCB-NS
13-11-2009,12,48,55.0,132.0,,60.0,MPCB-NS
17-11-2009,11,27,51.0,135.0,,51.0,MPCB-NS
20-11-2009,15,45,49.0,143.0,,56.0,MPCB-NS
24-11-2009,24,47,113.0,186.0,,109.0,MPCB-NS
27-11-2009,21,45,123.0,276.0,,115.0,MPCB-NS
2009-01-12 00:00:00,23,46,134.0,231.0,,123.0,MPCB-NS
2009-04-12 00:00:00,21,29,157.0,283.0,,138.0,MPCB-NS
2009-08-12 00:00:00,15,65,108.0,183.0,,105.0,MPCB-NS
2009-11-12 00:00:00,36,49,147.0,260.0,,131.0,MPCB-NS
15-12-2009,48,50,140.0,233.0,,127.0,MPCB-NS
18-12-2009,39,34,115.0,180.0,,110.0,MPCB-NS
22-12-2009,41,51,115.0,212.0,,110.0,MPCB-NS
29-12-2009,29,49,95.0,220.0,,95.0,MPCB-NS
2010-01-01 00:00:00,31,34,103.0,189.0,,102.0,MPCB-NS
2010-05-01 00:00:00,20,55,99.0,190.0,,99.0,MPCB-NS
2010-08-01 00:00:00,27,47,122.0,235.0,,115.0,MPCB-NS
2010-12-01 00:00:00,15,33,87.0,213.0,,87.0,MPCB-NS
15-01-2010,39,58,114.0,205.0,,109.0,MPCB-NS
19-01-2010,32,51,131.0,272.0,,121.0,MPCB-NS
22-01-2010,29,34,124.0,254.0,,116.0,MPCB-NS
26-01-2010,18,47,126.0,273.0,,117.0,MPCB-NS
29-01-2010,23,53,142.0,254.0,,128.0,MPCB-NS
30-01-2010,14,56,154.0,319.0,,136.0,MPCB-NS
2010-02-02 00:00:00,18,47,119.0,256.0,,113.0,MPCB-NS
2010-05-02 00:00:00,30,41,122.0,244.0,,115.0,MPCB-NS
2010-09-02 00:00:00,20,36,106.0,286.0,,104.0,MPCB-NS
2010-12-02 00:00:00,23,32,85.0,240.0,,85.0,MPCB-NS
16-02-2010,28,40,109.0,311.0,,106.0,MPCB-NS
18-02-2010,23,53,107.0,372.0,,105.0,MPCB-NS
23-02-2010,25,34,106.0,431.0,,104.0,MPCB-NS
26-02-2010,34,58,110.0,267.0,,107.0,MPCB-NS
2010-03-03 00:00:00,27,32,141.0,384.0,,127.0,MPCB-NS
2010-05-03 00:00:00,24,27,84.0,239.0,,84.0,MPCB-NS
2010-09-03 00:00:00,26,47,119.0,318.0,,113.0,MPCB-NS
2010-11-03 00:00:00,20,27,93.0,224.0,,93.0,MPCB-NS
16-03-2010,28,29,94.0,279.0,,94.0,MPCB-NS
19-03-2010,25,41,103.0,253.0,,102.0,MPCB-NS
23-03-2010,34,37,97.0,244.0,,97.0,MPCB-NS
30-03-2010,42,34,94.0,307.0,,94.0,MPCB-NS
2010-02-04 00:00:00,31,36,170.0,495.0,,147.0,MPCB-NS
2010-06-04 00:00:00,18,38,122.0,403.0,,115.0,MPCB-NS
2010-09-04 00:00:00,17,29,105.0,221.0,,103.0,MPCB-NS
13-04-2010,17,31,120.0,387.0,,113.0,MPCB-NS
16-04-2010,19,45,135.0,463.0,,123.0,MPCB-NS
20-04-2010,15,20,78.0,320.0,,78.0,MPCB-NS
23-04-2010,13,39,127.0,392.0,,118.0,MPCB-NS
27-04-2010,12,25,78.0,281.0,,78.0,MPCB-NS
30-04-2010,19,29,71.0,245.0,,71.0,MPCB-NS
2010-04-05 00:00:00,17,30,66.0,207.0,,66.0,MPCB-NS
2010-07-05 00:00:00,15,34,110.0,335.0,,107.0,MPCB-NS
2010-11-05 00:00:00,18,19,98.0,357.0,,98.0,MPCB-NS
14-05-2010,20,19,56.0,216.0,,56.0,MPCB-NS
18-05-2010,30,17,81.0,272.0,,81.0,MPCB-NS
21-05-2010,36,24,73.0,270.0,,73.0,MPCB-NS
25-05-2010,30,19,46.0,351.0,,46.0,MPCB-NS
28-05-2010,29,12,55.0,284.0,,55.0,MPCB-NS
2010-01-06 00:00:00,44,39,40.0,175.0,,55.0,MPCB-NS
2010-04-06 00:00:00,24,11,44.0,126.0,,44.0,MPCB-NS
2010-08-06 00:00:00,11,21,31.0,93.0,,31.0,MPCB-NS
2010-11-06 00:00:00,17,25,54.0,277.0,,54.0,MPCB-NS
15-06-2010,38,27,37.0,78.0,,37.0,MPCB-NS
18-06-2010,39,42,44.0,86.0,,53.0,MPCB-NS
22-06-2010,11,23,51.0,127.0,,51.0,MPCB-NS
25-06-2010,16,18,25.0,80.0,,25.0,MPCB-NS
29-06-2010,15,29,35.0,103.0,,36.0,MPCB-NS
2010-02-07 00:00:00,12,42,31.0,75.0,,53.0,MPCB-NS
2010-06-07 00:00:00,12,21,46.0,122.0,,46.0,MPCB-NS
2010-09-07 00:00:00,10,22,36.0,85.0,,36.0,MPCB-NS
13-07-2010,12,22,59.0,152.0,,59.0,MPCB-NS
16-07-2010,13,23,35.0,112.0,,35.0,MPCB-NS
20-07-2010,11,20,29.0,61.0,,29.0,MPCB-NS
23-07-2010,15,26,56.0,86.0,,56.0,MPCB-NS
27-07-2010,23,36,50.0,110.0,,50.0,MPCB-NS
30-07-2010,29,41,46.0,87.0,,51.0,MPCB-NS
2010-03-08 00:00:00,35,27,41.0,122.0,,41.0,MPCB-NS
2010-06-08 00:00:00,41,21,51.0,95.0,,51.0,MPCB-NS
2010-10-08 00:00:00,39,18,27.0,98.0,,31.0,MPCB-NS
13-08-2010,40,18,27.0,69.0,,32.0,MPCB-NS
17-08-2010,28,36,82.0,137.0,,82.0,MPCB-NS
20-08-2010,13,29,27.0,60.0,,36.0,MPCB-NS
24-08-2010,41,31,35.0,86.0,,51.0,MPCB-NS
27-08-2010,27,34,36.0,92.0,,43.0,MPCB-NS
31-08-2010,14,34,36.0,41.0,,43.0,MPCB-NS
2010-03-09 00:00:00,10,21,22.0,93.0,,26.0,MPCB-NS
2010-07-09 00:00:00,16,28,25.0,76.0,,35.0,MPCB-NS
2010-10-09 00:00:00,15,29,38.0,193.0,,38.0,MPCB-NS
14-09-2010,31,29,23.0,57.0,,36.0,MPCB-NS
17-09-2010,16,33,29.0,70.0,,41.0,MPCB-NS
21-09-2010,21,46,73.0,142.0,,73.0,MPCB-NS
24-09-2010,23,39,50.0,134.0,,50.0,MPCB-NS
28-09-2010,30,30,41.0,78.0,,41.0,MPCB-NS
2010-01-10 00:00:00,33,54,78.0,257.0,,78.0,MPCB-NS
2010-05-10 00:00:00,32,67,40.0,82.0,,84.0,MPCB-NS
2010-08-10 00:00:00,40,40,86.0,150.0,,86.0,MPCB-NS
2010-12-10 00:00:00,13,30,40.0,93.0,,40.0,MPCB-NS
15-10-2010,19,47,67.0,98.0,,67.0,MPCB-NS
19-10-2010,22,49,77.0,96.0,,77.0,MPCB-NS
22-10-2010,22,39,50.0,141.0,,50.0,MPCB-NS
26-10-2010,21,71,66.0,141.0,,89.0,MPCB-NS
29-10-2010,22,64,98.0,162.0,,98.0,MPCB-NS
2010-02-11 00:00:00,22,50,93.0,237.0,,93.0,MPCB-NS
2010-05-11 00:00:00,45,56,241.0,300.0,,194.0,MPCB-NS
2010-09-11 00:00:00,20,60,90.0,144.0,,90.0,MPCB-NS
2010-12-11 00:00:00,20,39,45.0,142.0,,49.0,MPCB-NS
16-11-2010,15,41,63.0,99.0,,63.0,MPCB-NS
19-11-2010,20,56,51.0,116.0,,70.0,MPCB-NS
23-11-2010,12,47,57.0,112.0,,59.0,MPCB-NS
26-11-2010,24,50,90.0,169.0,,90.0,MPCB-NS
30-11-2010,21,65,109.0,254.0,,106.0,MPCB-NS
2010-03-12 00:00:00,36,53,128.0,199.0,,119.0,MPCB-NS
2010-07-12 00:00:00,19,70,138.0,339.0,,125.0,MPCB-NS
2010-10-12 00:00:00,17,45,370.0,1922.0,,325.0,MPCB-NS
14-12-2010,20,57,131.0,271.0,,121.0,MPCB-NS
17-12-2010,18,87,146.0,246.0,,131.0,MPCB-NS
21-12-2010,14,77,135.0,239.0,,123.0,MPCB-NS
24-12-2010,14,80,122.0,271.0,,115.0,MPCB-NS
28-12-2010,17,61,124.0,241.0,,116.0,MPCB-NS
31-12-2010,22,45,164.0,265.0,,143.0,MPCB-NS
2011-04-01 00:00:00,16,69,162.0,276.0,,141.0,MPCB-NS
2011-07-01 00:00:00,28,66,149.0,340.0,,133.0,MPCB-NS
2011-11-01 00:00:00,13,80,167.0,351.0,,145.0,MPCB-NS
14-01-2011,19,72,136.0,466.0,,124.0,MPCB-NS
18-01-2011,16,66,125.0,311.0,,117.0,MPCB-NS
21-01-2011,30,82,131.0,307.0,,121.0,MPCB-NS
25-01-2011,27,77,146.0,332.0,,131.0,MPCB-NS
28-01-2011,11,49,215.0,484.0,,177.0,MPCB-NS
2011-01-02 00:00:00,23,63,149.0,320.0,,133.0,MPCB-NS
2011-04-02 00:00:00,15,49,137.0,347.0,,125.0,MPCB-NS
2011-08-02 00:00:00,19,78,123.0,311.0,,115.0,MPCB-NS
15-02-2011,23,42,107.0,296.0,,105.0,MPCB-NS
22-02-2011,22,108,119.0,241.0,,128.0,MPCB-NS
25-02-2011,19,74,211.0,428.0,,174.0,MPCB-NS
2011-01-03 00:00:00,11,68,116.0,308.0,,111.0,MPCB-NS
2011-04-03 00:00:00,19,52,100.0,304.0,,100.0,MPCB-NS
2011-08-03 00:00:00,14,23,104.0,298.0,,103.0,MPCB-NS
2011-11-03 00:00:00,9,42,116.0,270.0,,111.0,MPCB-NS
15-03-2011,17,94,131.0,335.0,,121.0,MPCB-NS
18-03-2011,18,43,123.0,237.0,,115.0,MPCB-NS
22-03-2011,17,30,93.0,245.0,,93.0,MPCB-NS
25-03-2011,16,51,96.0,186.0,,96.0,MPCB-NS
29-03-2011,20,52,96.0,294.0,,96.0,MPCB-NS
2011-01-04 00:00:00,24,38,109.0,333.0,,106.0,MPCB-NS
2011-05-04 00:00:00,28,56,103.0,280.0,,102.0,MPCB-NS
2011-08-04 00:00:00,21,54,93.0,341.0,,93.0,MPCB-NS
2011-11-04 00:00:00,34,71,95.0,257.0,,95.0,MPCB-NS
15-04-2011,14,46,62.0,217.0,,62.0,MPCB-NS
19-04-2011,17,39,80.0,237.0,,80.0,MPCB-NS
22-04-2011,17,55,83.0,293.0,,83.0,MPCB-NS
26-04-2011,16,52,90.0,240.0,,90.0,MPCB-NS
27-04-2011,19,74,75.0,192.0,,93.0,MPCB-NS
2011-03-05 00:00:00,30,60,78.0,266.0,,78.0,MPCB-NS
2011-06-05 00:00:00,22,46,54.0,145.0,,58.0,MPCB-NS
2011-10-05 00:00:00,17,39,67.0,303.0,,67.0,MPCB-NS
13-05-2011,18,25,61.0,182.0,,61.0,MPCB-NS
17-05-2011,18,48,68.0,276.0,,68.0,MPCB-NS
20-05-2011,23,37,69.0,262.0,,69.0,MPCB-NS
24-05-2011,30,58,40.0,121.0,,73.0,MPCB-NS
26-05-2011,22,47,49.0,131.0,,59.0,MPCB-NS
31-05-2011,34,39,33.0,138.0,,49.0,MPCB-NS
2011-03-06 00:00:00,37,62,63.0,178.0,,78.0,MPCB-NS
2011-07-06 00:00:00,36,65,42.0,144.0,,81.0,MPCB-NS
2011-10-06 00:00:00,32,73,80.0,106.0,,91.0,MPCB-NS
14-06-2011,33,55,41.0,111.0,,69.0,MPCB-NS
17-06-2011,38,75,39.0,136.0,,94.0,MPCB-NS
21-06-2011,42,86,55.0,90.0,,106.0,MPCB-NS
24-06-2011,42,66,55.0,202.0,,83.0,MPCB-NS
28-06-2011,40,97,52.0,113.0,,117.0,MPCB-NS
2011-01-07 00:00:00,44,72,56.0,138.0,,90.0,MPCB-NS
2011-05-07 00:00:00,55,87,63.0,117.0,,107.0,MPCB-NS
2011-08-07 00:00:00,48,63,43.0,133.0,,79.0,MPCB-NS
2011-12-07 00:00:00,47,66,38.0,70.0,,83.0,MPCB-NS
15-07-2011,58,68,44.0,130.0,,85.0,MPCB-NS
19-07-2011,42,63,42.0,100.0,,79.0,MPCB-NS
22-07-2011,51,66,68.0,153.0,,83.0,MPCB-NS
26-07-2011,51,66,62.0,104.0,,83.0,MPCB-NS
29-07-2011,55,55,35.0,62.0,,69.0,MPCB-NS
2011-02-08 00:00:00,53,69,31.0,84.0,,86.0,MPCB-NS
2011-05-08 00:00:00,60,58,48.0,121.0,,75.0,MPCB-NS
2011-09-08 00:00:00,53,67,76.0,114.0,,84.0,MPCB-NS
2011-12-08 00:00:00,50,66,68.0,130.0,,83.0,MPCB-NS
16-08-2011,43,51,31.0,70.0,,64.0,MPCB-NS
19-08-2011,52,60,36.0,157.0,,75.0,MPCB-NS
23-08-2011,26,46,18.0,88.0,,58.0,MPCB-NS
26-08-2011,50,70,31.0,57.0,,88.0,MPCB-NS
30-08-2011,61,82,48.0,102.0,,102.0,MPCB-NS
2011-02-09 00:00:00,64,76,28.0,36.0,,95.0,MPCB-NS
2011-06-09 00:00:00,58,74,30.0,43.0,,93.0,MPCB-NS
2011-09-09 00:00:00,64,72,55.0,271.0,,90.0,MPCB-NS
13-09-2011,30,49,68.0,210.0,,68.0,MPCB-NS
16-09-2011,27,34,36.0,196.0,,43.0,MPCB-NS
20-09-2011,17,38,35.0,109.0,,48.0,MPCB-NS
23-09-2011,13,46,38.0,147.0,,58.0,MPCB-NS
27-09-2011,10,28,66.0,122.0,,66.0,MPCB-NS
30-09-2011,24,65,78.0,104.0,,81.0,MPCB-NS
2011-04-10 00:00:00,13,35,61.0,140.0,,61.0,MPCB-NS
2011-07-10 00:00:00,11,45,67.0,153.0,,67.0,MPCB-NS
2011-11-10 00:00:00,15,43,78.0,232.0,,78.0,MPCB-NS
14-10-2011,11,50,65.0,155.0,,65.0,MPCB-NS
18-10-2011,13,76,72.0,198.0,,95.0,MPCB-NS
21-10-2011,10,47,60.0,139.0,,60.0,MPCB-NS
26-10-2011,51,53,299.0,428.0,,249.0,MPCB-NS
27-10-2011,20,53,171.0,308.0,,147.0,MPCB-NS
28-10-2011,21,39,144.0,342.0,,129.0,MPCB-NS
2011-04-11 00:00:00,15,71,140.0,276.0,,127.0,MPCB-NS
2011-08-11 00:00:00,13,75,115.0,236.0,,110.0,MPCB-NS
2011-11-11 00:00:00,21,61,113.0,272.0,,109.0,MPCB-NS
15-11-2011,23,69,141.0,273.0,,127.0,MPCB-NS
18-11-2011,19,69,132.0,292.0,,121.0,MPCB-NS
22-11-2011,28,81,145.0,351.0,,130.0,MPCB-NS
25-11-2011,24,92,157.0,365.0,,138.0,MPCB-NS
29-11-2011,27,64,103.0,332.0,,102.0,MPCB-NS
2011-02-12 00:00:00,30,92,115.0,220.0,,112.0,MPCB-NS
2011-06-12 00:00:00,31,119,132.0,260.0,,139.0,MPCB-NS
2011-09-12 00:00:00,18,84,140.0,253.0,,127.0,MPCB-NS
13-12-2011,20,63,163.0,259.0,,142.0,MPCB-NS
16-12-2011,19,86,128.0,282.0,,119.0,MPCB-NS
20-12-2011,28,91,167.0,316.0,,145.0,MPCB-NS
23-12-2011,49,60,186.0,430.0,,157.0,MPCB-NS
27-12-2011,35,81,140.0,353.0,,127.0,MPCB-NS
30-12-2011,27,83,163.0,391.0,,142.0,MPCB-NS
2009-01-01 00:00:00,19,60,161.0,366.0,,141.0,MPCB-SWGT
2009-02-01 00:00:00,20,69,169.0,418.0,,146.0,MPCB-SWGT
2009-04-01 00:00:00,15,59,148.0,411.0,,132.0,MPCB-SWGT
2009-05-01 00:00:00,13,61,176.0,459.0,,151.0,MPCB-SWGT
2009-07-01 00:00:00,13,39,132.0,327.0,,121.0,MPCB-SWGT
2009-08-01 00:00:00,12,55,121.0,304.0,,114.0,MPCB-SWGT
2009-12-01 00:00:00,13,63,113.0,348.0,,109.0,MPCB-SWGT
15-01-2009,17,69,184.0,532.0,,156.0,MPCB-SWGT
19-01-2009,20,42,200.0,594.0,,167.0,MPCB-SWGT
20-01-2009,15,45,115.0,305.0,,110.0,MPCB-SWGT
22-01-2009,20,64,188.0,614.0,,159.0,MPCB-SWGT
26-01-2009,11,48,170.0,418.0,,147.0,MPCB-SWGT
29-01-2009,17,63,148.0,387.0,,132.0,MPCB-SWGT
2009-02-02 00:00:00,16,34,115.0,389.0,,110.0,MPCB-SWGT
2009-05-02 00:00:00,14,44,98.0,260.0,,98.0,MPCB-SWGT
2009-09-02 00:00:00,20,43,101.0,307.0,,101.0,MPCB-SWGT
2009-12-02 00:00:00,14,30,77.0,296.0,,77.0,MPCB-SWGT
16-02-2009,14,51,158.0,354.0,,139.0,MPCB-SWGT
19-02-2009,16,39,135.0,389.0,,123.0,MPCB-SWGT
23-02-2009,25,51,152.0,410.0,,135.0,MPCB-SWGT
26-02-2009,20,37,114.0,349.0,,109.0,MPCB-SWGT
2009-02-03 00:00:00,15,39,153.0,466.0,,135.0,MPCB-SWGT
2009-05-03 00:00:00,14,53,117.0,280.0,,111.0,MPCB-SWGT
2009-09-03 00:00:00,37,57,91.0,313.0,,91.0,MPCB-SWGT
2009-12-03 00:00:00,41,74,98.0,331.0,,98.0,MPCB-SWGT
16-03-2009,41,65,92.0,250.0,,92.0,MPCB-SWGT
19-03-2009,34,65,96.0,324.0,,96.0,MPCB-SWGT
23-03-2009,48,91,111.0,374.0,,111.0,MPCB-SWGT
26-03-2009,47,63,80.0,280.0,,80.0,MPCB-SWGT
30-03-2009,29,66,106.0,354.0,,104.0,MPCB-SWGT
2009-02-04 00:00:00,18,56,91.0,341.0,,91.0,MPCB-SWGT
2009-06-04 00:00:00,24,55,88.0,279.0,,88.0,MPCB-SWGT
2009-09-04 00:00:00,21,60,96.0,291.0,,96.0,MPCB-SWGT
13-04-2009,31,67,53.0,254.0,,84.0,MPCB-SWGT
16-04-2009,23,36,43.0,222.0,,45.0,MPCB-SWGT
20-04-2009,21,48,85.0,265.0,,85.0,MPCB-SWGT
23-04-2009,21,49,77.0,301.0,,77.0,MPCB-SWGT
27-04-2009,34,47,71.0,362.0,,71.0,MPCB-SWGT
30-04-2009,BDL - NA,BDL - NA,,0.0,,0.0,MPCB-SWGT
2009-04-05 00:00:00,35,43,52.0,220.0,,54.0,MPCB-SWGT
2009-06-05 00:00:00,35,53,189.0,417.0,,159.0,MPCB-SWGT
2009-07-05 00:00:00,30,42,81.0,360.0,,81.0,MPCB-SWGT
2009-11-05 00:00:00,27,59,52.0,221.0,,74.0,MPCB-SWGT
14-05-2009,40,49,49.0,162.0,,61.0,MPCB-SWGT
18-05-2009,34,49,33.0,131.0,,61.0,MPCB-SWGT
21-05-2009,29,50,40.0,100.0,,63.0,MPCB-SWGT
25-05-2009,36,53,65.0,209.0,,66.0,MPCB-SWGT
28-05-2009,19,23,45.0,134.0,,45.0,MPCB-SWGT
2009-01-06 00:00:00,18,28,33.0,249.0,,35.0,MPCB-SWGT
2009-04-06 00:00:00,23,36,32.0,145.0,,45.0,MPCB-SWGT
2009-08-06 00:00:00,18,29,100.0,240.0,,100.0,MPCB-SWGT
2009-11-06 00:00:00,23,19,31.0,86.0,,31.0,MPCB-SWGT
15-06-2009,31,25,33.0,142.0,,33.0,MPCB-SWGT
18-06-2009,21,21,42.0,132.0,,42.0,MPCB-SWGT
22-06-2009,28,30,27.0,90.0,,38.0,MPCB-SWGT
25-06-2009,31,44,20.0,126.0,,55.0,MPCB-SWGT
29-06-2009,25,34,26.0,106.0,,43.0,MPCB-SWGT
2009-02-07 00:00:00,20,33,29.0,146.0,,41.0,MPCB-SWGT
2009-06-07 00:00:00,28,36,28.0,140.0,,45.0,MPCB-SWGT
2009-12-07 00:00:00,39,38,42.0,118.0,,48.0,MPCB-SWGT
13-07-2009,26,41,38.0,75.0,,51.0,MPCB-SWGT
16-07-2009,29,53,34.0,74.0,,66.0,MPCB-SWGT
20-07-2009,27,40,74.0,106.0,,74.0,MPCB-SWGT
23-07-2009,22,47,29.0,68.0,,59.0,MPCB-SWGT
27-07-2009,22,41,39.0,98.0,,51.0,MPCB-SWGT
30-07-2009,17,39,40.0,127.0,,49.0,MPCB-SWGT
2009-03-08 00:00:00,17,23,18.0,63.0,,29.0,MPCB-SWGT
2009-06-08 00:00:00,21,37,54.0,149.0,,54.0,MPCB-SWGT
2009-10-08 00:00:00,21,36,26.0,64.0,,45.0,MPCB-SWGT
13-08-2009,23,38,25.0,77.0,,48.0,MPCB-SWGT
18-08-2009,14,33,50.0,111.0,,50.0,MPCB-SWGT
20-08-2009,17,27,41.0,73.0,,41.0,MPCB-SWGT
24-08-2009,20,42,31.0,97.0,,53.0,MPCB-SWGT
27-08-2009,18,40,20.0,11.0,,50.0,MPCB-SWGT
31-08-2009,12,23,22.0,59.0,,29.0,MPCB-SWGT
2009-03-09 00:00:00,18,28,21.0,63.0,,35.0,MPCB-SWGT
2009-07-09 00:00:00,24,32,24.0,58.0,,40.0,MPCB-SWGT
2009-10-09 00:00:00,23,29,37.0,104.0,,37.0,MPCB-SWGT
14-09-2009,23,26,62.0,175.0,,62.0,MPCB-SWGT
17-09-2009,23,34,46.0,133.0,,46.0,MPCB-SWGT
21-09-2009,11,29,39.0,100.0,,39.0,MPCB-SWGT
24-09-2009,12,32,54.0,122.0,,54.0,MPCB-SWGT
28-09-2009,16,25,51.0,135.0,,51.0,MPCB-SWGT
2009-01-10 00:00:00,12,24,40.0,105.0,,40.0,MPCB-SWGT
2009-05-10 00:00:00,15,22,59.0,129.0,,59.0,MPCB-SWGT
2009-08-10 00:00:00,13,27,25.0,64.0,,34.0,MPCB-SWGT
2009-12-10 00:00:00,14,53,66.0,152.0,,66.0,MPCB-SWGT
15-10-2009,16,49,62.0,160.0,,62.0,MPCB-SWGT
17-10-2009,21,40,71.0,246.0,,71.0,MPCB-SWGT
19-10-2009,18,45,104.0,228.0,,103.0,MPCB-SWGT
22-10-2009,13,40,82.0,204.0,,82.0,MPCB-SWGT
26-10-2009,30,28,89.0,200.0,,89.0,MPCB-SWGT
29-10-2009,22,64,144.0,371.0,,129.0,MPCB-SWGT
2009-02-11 00:00:00,27,42,118.0,386.0,,112.0,MPCB-SWGT
2009-05-11 00:00:00,18,40,125.0,313.0,,117.0,MPCB-SWGT
2009-09-11 00:00:00,24,45,62.0,171.0,,62.0,MPCB-SWGT
15-11-2009,26,40,36.0,94.0,,50.0,MPCB-SWGT
16-11-2009,17,33,68.0,138.0,,68.0,MPCB-SWGT
19-11-2009,14,40,115.0,224.0,,110.0,MPCB-SWGT
23-11-2009,20,46,100.0,259.0,,100.0,MPCB-SWGT
27-11-2009,14,42,107.0,235.0,,105.0,MPCB-SWGT
29-11-2009,25,38,88.0,217.0,,88.0,MPCB-SWGT
2009-03-12 00:00:00,19,56,190.0,315.0,,160.0,MPCB-SWGT
2009-07-12 00:00:00,14,37,184.0,342.0,,156.0,MPCB-SWGT
2009-10-12 00:00:00,13,29,161.0,354.0,,141.0,MPCB-SWGT
14-12-2009,45,39,160.0,326.0,,140.0,MPCB-SWGT
17-12-2009,46,39,133.0,315.0,,122.0,MPCB-SWGT
21-12-2009,43,35,156.0,369.0,,137.0,MPCB-SWGT
24-12-2009,21,20,164.0,310.0,,143.0,MPCB-SWGT
28-12-2009,18,35,111.0,237.0,,107.0,MPCB-SWGT
31-12-2009,15,33,181.0,322.0,,154.0,MPCB-SWGT
2010-04-01 00:00:00,22,44,152.0,264.0,,135.0,MPCB-SWGT
2010-07-01 00:00:00,16,43,176.0,394.0,,151.0,MPCB-SWGT
2010-11-01 00:00:00,19,42,87.0,213.0,,87.0,MPCB-SWGT
14-01-2010,23,48,139.0,362.0,,126.0,MPCB-SWGT
18-01-2010,23,54,135.0,309.0,,123.0,MPCB-SWGT
21-01-2010,25,48,175.0,393.0,,150.0,MPCB-SWGT
25-01-2010,15,49,162.0,336.0,,141.0,MPCB-SWGT
28-01-2010,16,50,151.0,312.0,,134.0,MPCB-SWGT
2010-01-02 00:00:00,13,26,139.0,275.0,,126.0,MPCB-SWGT
2010-04-02 00:00:00,25,34,124.0,232.0,,116.0,MPCB-SWGT
2010-08-02 00:00:00,24,25,104.0,217.0,,103.0,MPCB-SWGT
2010-11-02 00:00:00,21,21,81.0,304.0,,81.0,MPCB-SWGT
15-02-2010,34,28,108.0,296.0,,105.0,MPCB-SWGT
18-02-2010,23,33,125.0,383.0,,117.0,MPCB-SWGT
22-02-2010,27,36,124.0,324.0,,116.0,MPCB-SWGT
25-02-2010,21,41,95.0,236.0,,95.0,MPCB-SWGT
2010-01-03 00:00:00,49,49,109.0,264.0,,106.0,MPCB-SWGT
2010-04-03 00:00:00,31,51,72.0,202.0,,72.0,MPCB-SWGT
2010-08-03 00:00:00,48,51,109.0,242.0,,106.0,MPCB-SWGT
2010-11-03 00:00:00,23,49,125.0,353.0,,117.0,MPCB-SWGT
15-03-2010,28,43,85.0,246.0,,85.0,MPCB-SWGT
18-03-2010,24,52,145.0,399.0,,130.0,MPCB-SWGT
22-03-2010,42,49,87.0,265.0,,87.0,MPCB-SWGT
25-03-2010,24,54,94.0,219.0,,94.0,MPCB-SWGT
26-03-2010,34,33,94.0,255.0,,94.0,MPCB-SWGT
29-03-2010,42,45,93.0,298.0,,93.0,MPCB-SWGT
2010-01-04 00:00:00,15,19,54.0,195.0,,54.0,MPCB-SWGT
2010-02-04 00:00:00,40,39,73.0,240.0,,73.0,MPCB-SWGT
2010-03-04 00:00:00,34,27,89.0,353.0,,89.0,MPCB-SWGT
2010-05-04 00:00:00,16,52,101.0,361.0,,101.0,MPCB-SWGT
2010-07-04 00:00:00,48,49,121.0,303.0,,114.0,MPCB-SWGT
2010-08-04 00:00:00,22,43,128.0,392.0,,119.0,MPCB-SWGT
2010-10-04 00:00:00,20,26,73.0,180.0,,73.0,MPCB-SWGT
2010-12-04 00:00:00,17,36,85.0,266.0,,85.0,MPCB-SWGT
14-04-2010,17,43,80.0,239.0,,80.0,MPCB-SWGT
15-04-2010,19,42,74.0,259.0,,74.0,MPCB-SWGT
17-04-2010,22,36,67.0,391.0,,67.0,MPCB-SWGT
19-04-2010,19,17,56.0,251.0,,56.0,MPCB-SWGT
21-04-2010,15,26,63.0,229.0,,63.0,MPCB-SWGT
22-04-2010,14,53,72.0,236.0,,72.0,MPCB-SWGT
24-04-2010,42,31,63.0,226.0,,63.0,MPCB-SWGT
26-04-2010,17,36,72.0,258.0,,72.0,MPCB-SWGT
28-04-2010,23,19,73.0,265.0,,73.0,MPCB-SWGT
29-04-2010,16,28,85.0,303.0,,85.0,MPCB-SWGT
2010-03-05 00:00:00,18,44,82.0,322.0,,82.0,MPCB-SWGT
2010-06-05 00:00:00,12,33,61.0,211.0,,61.0,MPCB-SWGT
2010-10-05 00:00:00,18,35,75.0,225.0,,75.0,MPCB-SWGT
